tree,leaf,treatment,exp.round,field.date,lab.date,field.obs,lab.mite.obs,dom,eggs,RS,LB,nymph,OB,LL,LC,CLB,SP,MISC,BY,PR,eriophyid.pres,fungal.obs,fungal.count,fungal.notes,midrib.tape,leaf.tear,mite.notes,field.notes,gall_mm2,prop_herb,leaf_area_mm2,longitude,latitude,elevation,B
8,1,control,2,30-Jun-22,1-Jul-22,NA,MW,25,0,0,8,0,0,0,0,0,0,0,0,0,0,AM,0,NA,NA,NA,NA,NA,0,0,2227.588773,-84.477201,42.715902,274,0
8,2,control,2,30-Jun-22,1-Jul-22,NA,MW,23,0,0,19,0,0,0,0,0,0,0,0,0,1,AM,0,NA,NA,NA,NA,NA,3.897838598,0,2776.305881,-84.477201,42.715902,274,0
8,3,control,2,30-Jun-22,1-Jul-22,NA,MW,21,0,0,13,3,0,0,0,0,0,0,0,0,0,AM,0,NA,NA,NA,NA,NA,0,0,2482.994871,-84.477201,42.715902,274,0
9,1,treatment,2,30-Jun-22,1-Jul-22,NA,MW,24,0,0,3,0,0,0,0,0,0,0,0,0,1,AM,0,NA,NA,NA,NA,NA,27.33325714,0,2435.749483,-84.476826,42.716965,279,0
9,2,treatment,2,30-Jun-22,1-Jul-22,NA,MW,23,3,0,4,0,0,1,0,0,0,0,0,0,0,AM,0,NA,NA,NA,NA,NA,0,0,2353.740751,-84.476826,42.716965,279,0
9,3,treatment,2,30-Jun-22,1-Jul-22,NA,MW,19,0,0,1,4,0,0,0,0,0,0,0,0,0,AM,0,NA,1,NA,NA,NA,0,0,1652.531236,-84.476826,42.716965,279,0
10,1,control,2,30-Jun-22,1-Jul-22,NA,MW,22,0,0,0,0,0,0,0,0,0,0,0,0,1,AM,0,NA,NA,NA,NA,NA,24.35656293,0,2185.92043,-84.47383,42.71518,277,0
10,2,control,2,30-Jun-22,1-Jul-22,NA,MW,23,0,0,0,2,0,0,0,0,0,0,0,0,0,AM,0,NA,NA,NA,NA,NA,0,0,2110.198419,-84.47383,42.71518,277,0
10,3,control,2,30-Jun-22,1-Jul-22,NA,MW,19,0,0,1,0,0,1,0,0,0,0,0,0,0,AM,0,NA,NA,NA,NA,NA,0,0,2698.220078,-84.47383,42.71518,277,0
11,1,treatment,2,30-Jun-22,1-Jul-22,NA,MW,16,0,0,0,0,0,0,0,0,0,0,0,0,1,AM,0,NA,NA,NA,NA,NA,6.915751332,0,2299.864557,-84.47337,42.71592,276,0
11,2,treatment,2,30-Jun-22,1-Jul-22,NA,MW,17,0,0,2,1,0,0,0,0,0,0,0,0,1,AM,3,NA,1,NA,NA,NA,21.56804024,0,2555.706138,-84.47337,42.71592,276,0
11,3,treatment,2,30-Jun-22,1-Jul-22,NA,MW,20,0,0,2,0,0,1,0,0,0,0,0,0,1,AM,0,NA,NA,NA,NA,NA,10.98921668,0,2361.925316,-84.47337,42.71592,276,0
12,1,control,2,30-Jun-22,1-Jul-22,NA,MW,23,5,0,0,0,0,1,0,0,0,0,0,0,1,AM,2,NA,NA,NA,NA,NA,5.603927032,0,4912.56516,-84.47575,42.71659,278,0
12,2,control,2,30-Jun-22,1-Jul-22,NA,MW,25,1,0,0,0,0,0,0,0,0,0,0,0,0,AM,13,NA,NA,NA,NA,NA,0,0,2664.315154,-84.47575,42.71659,278,0
12,3,control,2,30-Jun-22,1-Jul-22,NA,MW,19,0,0,0,0,0,0,0,0,0,0,0,0,0,AM,26,NA,NA,NA,NA,NA,0,0,2796.128407,-84.47575,42.71659,278,0
13,1,treatment,2,30-Jun-22,1-Jul-22,NA,MW,22,2,1,6,1,0,0,0,0,0,0,0,0,1,AM,0,NA,NA,NA,NA,NA,8.001769811,0,2868.517094,-84.477522,42.716365,275,0
13,2,treatment,2,30-Jun-22,1-Jul-22,NA,MW,25,5,0,4,0,0,2,0,0,0,0,0,0,0,AM,0,NA,NA,NA,NA,NA,0,0,2001.098365,-84.477522,42.716365,275,0
13,3,treatment,2,30-Jun-22,1-Jul-22,NA,MW,24,2,2,6,0,0,0,0,0,0,0,0,0,1,AM,0,NA,1,NA,NA,NA,14.11644811,0,2164.051316,-84.477522,42.716365,275,0
14,1,control,2,30-Jun-22,1-Jul-22,NA,CG,27,0,0,4,0,0,0,0,0,0,0,0,0,0,AM,1,NA,NA,NA,very wet leaf,NA,0,0,2061.022929,-84.476895,42.717623,277,0
14,2,control,2,30-Jun-22,1-Jul-22,NA,CG,25,4,0,12,3,0,0,0,3,0,0,0,0,0,AM,0,NA,NA,NA,NA,NA,0,0,2567.241948,-84.476895,42.717623,277,0
14,3,control,2,30-Jun-22,1-Jul-22,NA,CG,25,0,0,7,4,0,1,0,4,0,2,0,0,1,AM,0,NA,NA,NA,NA,NA,5.369160661,0,4042.832817,-84.476895,42.717623,277,0
15,1,treatment,2,30-Jun-22,1-Jul-22,NA,MW,24,0,0,0,0,0,0,0,0,0,0,0,0,1,AM,13,NA,NA,NA,NA,NA,8.931874745,0,2971.185266,-84.47603,42.71563,279,0
15,2,treatment,2,30-Jun-22,1-Jul-22,NA,MW,19,2,0,4,0,0,0,0,0,0,0,0,0,1,AM,0,taped over midrib because of eriophyids,1,NA,NA,NA,93.4854025,0,1278.458802,-84.47603,42.71563,279,0
15,3,treatment,2,30-Jun-22,1-Jul-22,NA,MW,24,0,0,0,0,0,0,0,0,0,0,0,0,1,AM,8,NA,NA,NA,NA,NA,17.61823046,0,2638.347485,-84.47603,42.71563,279,0
16,1,control,2,30-Jun-22,1-Jul-22,NA,CG,25,1,0,0,0,0,0,1,0,0,0,0,0,1,AM,0,NA,NA,NA,big eggs,NA,47.36366726,0,2221.879111,-84.47642,42.71538,277,0
16,2,control,2,30-Jun-22,1-Jul-22,NA,CG,27,0,0,0,0,0,0,0,0,0,0,0,0,1,AM,0,NA,NA,NA,lots of erinea,NA,31.04471633,0,1952.098501,-84.47642,42.71538,277,0
16,3,control,2,30-Jun-22,1-Jul-22,NA,CG,27,0,0,4,0,0,0,0,0,0,0,0,0,1,AM,0,NA,NA,NA,NA,NA,7.089585973,0,2471.976981,-84.47642,42.71538,277,0
17,1,treatment,2,30-Jun-22,1-Jul-22,NA,MW,22,0,0,0,0,0,0,0,0,0,0,0,0,1,AM,0,NA,NA,NA,NA,NA,6.51252665,0,3068.980693,-84.47304,42.71497,276,0
17,2,treatment,2,30-Jun-22,1-Jul-22,NA,MW,16,0,0,1,0,0,0,0,0,0,0,0,0,0,AM,0,NA,NA,NA,NA,NA,0,0,2183.364882,-84.47304,42.71497,276,0
17,3,treatment,2,30-Jun-22,1-Jul-22,NA,MW,21,0,1,2,0,0,1,0,0,0,0,0,0,0,AM,0,NA,NA,NA,NA,NA,0,0,2548.851318,-84.47304,42.71497,276,0
18,1,control,2,30-Jun-22,1-Jul-22,NA,CG,28,2,2,2,0,0,0,0,0,0,0,1,0,0,AM,0,changed to zero after conversation with Rebecca,NA,NA,NA,NA,0,0,3144.828152,-84.475779,42.718937,273,0
18,2,control,2,30-Jun-22,1-Jul-22,NA,CG,26,3,1,5,3,0,0,0,0,0,0,5,0,1,AM,0,changed to zero after conversation with Rebecca,NA,NA,NA,NA,2.922930921,0,1714.71565,-84.475779,42.718937,273,0
18,3,control,2,30-Jun-22,1-Jul-22,NA,CG,28,0,6,5,4,0,0,0,0,0,0,3,0,0,AM,0,changed to zero after conversation with Rebecca,NA,NA,NA,NA,0,0,2649.890463,-84.475779,42.718937,273,0
19,1,treatment,2,30-Jun-22,1-Jul-22,NA,MW,23,0,0,4,5,0,0,0,0,0,0,0,0,1,AM,1,NA,NA,NA,NA,NA,9.684560819,0,3029.532774,-84.47436,42.71487,273,0
19,2,treatment,2,30-Jun-22,1-Jul-22,NA,MW,23,2,0,0,0,1,0,0,0,0,0,0,0,0,AM,0,NA,NA,NA,NA,NA,0,0,1791.188556,-84.47436,42.71487,273,0
19,3,treatment,2,30-Jun-22,1-Jul-22,NA,MW,18,0,0,0,0,0,0,0,0,0,0,0,0,0,AM,0,NA,NA,NA,NA,NA,0,0,2061.716475,-84.47436,42.71487,273,0
20,1,control,2,30-Jun-22,1-Jul-22,NA,MW,22,1,0,0,0,0,1,0,0,0,0,0,0,1,AM,0,NA,NA,NA,NA,NA,33.50528295,0,2293.239128,-84.47596,42.718591,274,0
20,2,control,2,30-Jun-22,1-Jul-22,NA,MW,21,2,1,6,1,0,1,0,0,0,0,0,0,0,AM,0,NA,NA,NA,NA,NA,0,0,2115.436756,-84.47596,42.718591,274,0
20,3,control,2,30-Jun-22,1-Jul-22,NA,MW,24,1,2,6,0,0,0,0,0,0,0,0,0,1,AM,0,NA,NA,NA,NA,NA,90.01587812,0,2822.214356,-84.47596,42.718591,274,0
21,1,treatment,2,30-Jun-22,1-Jul-22,NA,MW,26,0,0,6,3,0,0,0,0,0,0,0,0,0,AM,0,NA,NA,NA,NA,NA,0,0,2588.243682,-84.477578,42.716551,275,0
21,2,treatment,2,30-Jun-22,1-Jul-22,NA,MW,25,0,0,2,1,0,0,0,0,0,0,0,0,0,AM,0,NA,NA,NA,NA,NA,0,0,2483.416017,-84.477578,42.716551,275,0
21,3,treatment,2,30-Jun-22,1-Jul-22,NA,MW,15,0,0,0,0,0,0,0,0,0,0,0,0,0,AM,0,NA,1,NA,NA,NA,0,0,2158.597926,-84.477578,42.716551,275,0
22,1,control,2,30-Jun-22,1-Jul-22,NA,MW,23,0,0,4,4,0,1,0,0,0,0,0,0,0,AM,0,NA,NA,NA,NA,NA,0,0,2393.670747,-84.47737,42.71657,0,0
22,2,control,2,30-Jun-22,1-Jul-22,NA,MW,18,0,0,2,3,0,1,0,0,0,0,0,0,1,AM,0,NA,NA,NA,NA,NA,12.07344305,0,2600.213182,-84.47737,42.71657,0,0
22,3,control,2,30-Jun-22,1-Jul-22,NA,MW,21,2,0,1,0,0,0,0,0,0,0,0,0,0,AM,0,NA,NA,NA,NA,NA,0,0,2829.705374,-84.47737,42.71657,0,0
23,1,treatment,2,30-Jun-22,1-Jul-22,NA,CG,26,3,0,9,3,0,0,0,3,0,0,0,0,0,AM,1,NA,NA,NA,NA,NA,0,0,2894.310929,-84.477619,42.717992,272,0
23,2,treatment,2,30-Jun-22,1-Jul-22,NA,CG,27,0,0,0,0,0,1,1,0,0,0,0,0,0,AM,0,NA,NA,NA,NA,NA,0,0.00536554,2547.779637,-84.477619,42.717992,272,0
23,3,treatment,2,30-Jun-22,1-Jul-22,NA,CG,27,1,0,13,1,0,0,0,6,0,1,0,0,0,AM,0,NA,NA,NA,NA,NA,0,0,2944.794659,-84.477619,42.717992,272,0
24,1,control,2,30-Jun-22,1-Jul-22,NA,MW,20,0,0,2,0,0,0,0,0,0,0,0,0,1,AM,0,NA,NA,NA,NA,NA,4.89783581,0,3164.894404,-84.473904,42.717238,280,0
24,2,control,2,30-Jun-22,1-Jul-22,NA,MW,13,0,0,5,4,1,0,0,0,0,0,0,0,0,AM,0,NA,NA,NA,NA,NA,0,0,2823.689262,-84.473904,42.717238,280,0
24,3,control,2,30-Jun-22,1-Jul-22,NA,MW,22,0,1,3,0,0,0,0,0,0,0,0,0,0,AM,0,NA,NA,NA,NA,NA,0,0,3403.200191,-84.473904,42.717238,280,0
25,1,treatment,2,30-Jun-22,1-Jul-22,NA,MW,25,1,1,0,0,0,0,0,0,0,0,0,0,1,AM,0,NA,NA,NA,NA,NA,44.7471871,0.00704279,2609.743622,-84.47289,42.71547,277,0
25,2,treatment,2,30-Jun-22,1-Jul-22,NA,MW,27,0,0,2,0,0,0,0,0,0,0,0,0,1,AM,0,NA,NA,NA,NA,NA,7.686358503,0,3275.213093,-84.47289,42.71547,277,0
25,3,treatment,2,30-Jun-22,1-Jul-22,NA,MW,23,0,0,1,1,1,1,0,0,0,0,0,0,1,AM,0,NA,NA,NA,NA,NA,1.541214342,0,2907.106592,-84.47289,42.71547,277,0
26,1,control,2,30-Jun-22,1-Jul-22,NA,CG,22,0,0,1,1,0,0,0,0,0,0,0,0,1,AM,1,NA,NA,NA,NA,NA,5.288515725,0,2593.521445,-84.475276,42.717366,278,0
26,2,control,2,30-Jun-22,1-Jul-22,NA,CG,24,0,0,0,2,0,0,0,0,0,0,0,0,1,AM,6,NA,NA,NA,NA,NA,13.12899566,0,3173.295814,-84.475276,42.717366,278,0
26,3,control,2,30-Jun-22,1-Jul-22,NA,CG,25,0,0,4,1,0,0,1,0,0,0,0,0,0,AM,0,NA,NA,NA,NA,NA,0,0,3482.144416,-84.475276,42.717366,278,0
27,1,treatment,2,30-Jun-22,1-Jul-22,NA,CG,27,0,0,11,3,0,0,0,0,0,0,0,0,0,AM,0,NA,NA,NA,NA,NA,0,0,2100.528195,-84.47241,42.71446,272,0
27,2,treatment,2,30-Jun-22,1-Jul-22,NA,CG,23,1,0,1,0,0,0,0,0,0,0,0,0,0,AM,0,NA,NA,NA,NA,NA,0,0,1529.640898,-84.47241,42.71446,272,0
27,3,treatment,2,30-Jun-22,1-Jul-22,NA,CG,26,0,0,9,0,0,2,0,0,0,0,0,0,0,AM,0,NA,NA,NA,NA,NA,0,0,2861.39525,-84.47241,42.71446,272,0
28,1,control,2,30-Jun-22,1-Jul-22,NA,CG,26,0,0,1,1,0,0,2,0,0,0,0,0,0,AM,0,NA,NA,NA,NA,NA,0,0,2241.307373,-84.477648,42.71592,273,0
28,2,control,2,30-Jun-22,1-Jul-22,NA,CG,24,0,0,2,0,0,0,0,0,0,0,0,0,0,AM,0,NA,NA,NA,leaf unhealthy,NA,0,0,1960.390593,-84.477648,42.71592,273,0
28,3,control,2,30-Jun-22,1-Jul-22,NA,CG,28,1,0,7,3,0,0,1,0,0,0,0,0,0,AM,0,NA,NA,NA,leaf unhealthy,NA,0,0,2253.441747,-84.477648,42.71592,273,0
29,1,treatment,2,30-Jun-22,1-Jul-22,NA,MW,23,0,0,2,2,0,0,0,0,0,0,0,0,0,AM,0,NA,NA,NA,NA,NA,0,0,1709.71208,-84.473579,42.717154,279,0
29,2,treatment,2,30-Jun-22,1-Jul-22,NA,MW,23,0,0,1,0,0,0,0,0,0,0,0,0,0,AM,0,NA,NA,NA,NA,NA,0,0,2258.335999,-84.473579,42.717154,279,0
29,3,treatment,2,30-Jun-22,1-Jul-22,NA,MW,22,0,0,3,2,0,1,0,0,0,0,0,0,1,AM,0,NA,NA,NA,NA,NA,2.795691132,0,1654.045569,-84.473579,42.717154,279,0
30,1,control,2,30-Jun-22,1-Jul-22,NA,MW,20,0,0,0,0,0,2,0,0,0,0,0,0,0,AM,0,NA,NA,NA,NA,NA,0,0,1410.397502,-84.47232,42.71682,276,0
30,2,control,2,30-Jun-22,1-Jul-22,NA,MW,25,0,0,2,0,0,0,0,0,0,0,0,0,1,AM,0,NA,NA,NA,NA,NA,39.41386863,0,2725.336489,-84.47232,42.71682,276,0
30,3,control,2,30-Jun-22,1-Jul-22,NA,MW,23,1,0,1,0,0,0,0,0,0,0,0,0,0,AM,0,NA,NA,NA,NA,NA,0,0,2946.692503,-84.47232,42.71682,276,0
31,1,treatment,2,30-Jun-22,1-Jul-22,NA,MW,22,0,1,2,0,0,1,0,0,0,0,0,0,0,AM,0,NA,NA,NA,NA,NA,0,0,1907.378196,-84.472213,42.714682,272,0
31,2,treatment,2,30-Jun-22,1-Jul-22,NA,MW,17,0,0,0,0,0,0,0,0,0,0,0,0,0,AM,4,NA,NA,NA,NA,NA,0,0,1328.740024,-84.472213,42.714682,272,0
31,3,treatment,2,30-Jun-22,1-Jul-22,NA,MW,26,0,0,0,0,0,0,0,0,0,0,0,0,0,AM,1,NA,NA,NA,NA,NA,0,0,2715.062324,-84.472213,42.714682,272,0
32,1,control,2,30-Jun-22,1-Jul-22,NA,CG,22,0,0,0,1,0,0,0,0,0,0,0,0,0,AM,0,NA,NA,NA,"dead mite, leaf unhealthy","upper half of tree, all leaves dead",0,0,2318.898554,-84.47673,42.71551,275,0
32,2,control,2,30-Jun-22,1-Jul-22,NA,CG,26,0,0,1,0,0,0,0,0,0,0,0,0,0,AM,0,NA,NA,NA,leaf unhealthy,"upper half of tree, all leaves dead",0,0,2620.870831,-84.47673,42.71551,275,0
32,3,control,2,30-Jun-22,1-Jul-22,NA,CG,27,0,0,0,0,0,0,1,1,0,0,0,0,0,AM,0,NA,NA,NA,leaf unhealthy,"upper half of tree, all leaves dead",27.21139368,0,2649.11448,-84.47673,42.71551,275,0
33,1,treatment,2,30-Jun-22,1-Jul-22,NA,MW,20,1,0,2,2,0,0,0,0,0,0,0,0,0,AM,1,NA,NA,NA,NA,NA,0,0,3422.942072,-84.4733,42.71512,277,0
33,2,treatment,2,30-Jun-22,1-Jul-22,NA,MW,21,0,1,0,0,0,0,0,0,0,0,0,0,0,AM,0,NA,NA,NA,NA,NA,0,0,2494.684803,-84.4733,42.71512,277,0
33,3,treatment,2,30-Jun-22,1-Jul-22,NA,MW,21,0,0,0,0,0,0,0,0,0,0,0,0,0,AM,0,NA,NA,NA,NA,NA,0,0,2839.922192,-84.4733,42.71512,277,0
34,1,control,2,30-Jun-22,1-Jul-22,NA,MW,17,1,0,1,4,0,0,0,0,0,0,0,0,1,AM,0,NA,NA,NA,NA,NA,17.17916358,0,2890.861118,-84.476802,42.716938,0,0
34,2,control,2,30-Jun-22,1-Jul-22,NA,MW,18,0,1,9,2,0,0,0,0,0,0,0,0,0,AM,0,NA,NA,NA,NA,NA,0,0,2426.271015,-84.476802,42.716938,0,0
34,3,control,2,30-Jun-22,1-Jul-22,NA,MW,13,0,0,1,1,0,0,0,0,0,0,0,0,0,AM,0,NA,NA,NA,NA,NA,0,0,2362.959363,-84.476802,42.716938,0,0
35,1,treatment,2,30-Jun-22,1-Jul-22,NA,MW,19,0,0,0,0,0,0,0,0,0,0,0,0,0,AM,1,NA,NA,NA,NA,NA,0,0,3385.96368,-84.4753,42.7161,279,0
35,2,treatment,2,30-Jun-22,1-Jul-22,NA,MW,21,2,0,1,1,0,1,0,0,0,0,0,0,0,AM,2,NA,NA,NA,NA,NA,0,0,2977.627901,-84.4753,42.7161,279,0
35,3,treatment,2,30-Jun-22,1-Jul-22,NA,MW,23,0,0,6,6,0,0,0,0,0,0,0,0,0,AM,2,NA,NA,NA,NA,NA,0,0,3250.872659,-84.4753,42.7161,279,0
36,1,control,2,30-Jun-22,1-Jul-22,NA,AM,31,4,4,2,0,0,1,0,0,0,0,0,0,1,AM,0,NA,NA,NA,NA,NA,0,0,4345.627672,-84.47441,42.71567,277,0
36,2,control,2,30-Jun-22,1-Jul-22,NA,MW,25,2,1,0,0,0,1,0,0,0,0,0,0,1,AM,0,NA,NA,NA,NA,NA,9.168433225,0,3255.395944,-84.47441,42.71567,277,0
36,3,control,2,30-Jun-22,1-Jul-22,NA,MW,23,1,1,0,0,0,0,0,0,0,0,0,0,1,AM,0,NA,NA,NA,NA,NA,2.370961133,0,2332.072353,-84.47441,42.71567,277,0
37,1,treatment,2,30-Jun-22,1-Jul-22,NA,MW,21,0,0,0,0,0,0,0,0,0,0,0,0,0,AM,1,NA,NA,NA,NA,NA,0,0,2457.563042,-84.47379,42.7165,279,0
37,2,treatment,2,30-Jun-22,1-Jul-22,NA,MW,20,0,0,1,0,1,0,0,0,0,0,0,0,0,AM,0,NA,NA,NA,NA,NA,0,0,2694.859872,-84.47379,42.7165,279,0
37,3,treatment,2,30-Jun-22,1-Jul-22,NA,MW,20,0,0,0,0,0,0,0,0,0,0,0,0,0,AM,4,NA,1,NA,NA,NA,0,0,1424.198539,-84.47379,42.7165,279,0
38,1,control,2,30-Jun-22,1-Jul-22,NA,MW,23,0,0,0,0,0,0,0,0,0,0,0,0,0,AM,0,NA,1,NA,NA,NA,0,0,1953.666597,-84.4744,42.71494,273,0
38,2,control,2,30-Jun-22,1-Jul-22,NA,MW,23,0,0,1,0,0,0,0,0,0,0,0,0,1,AM,0,NA,1,NA,NA,NA,2.051965607,0,1813.369497,-84.4744,42.71494,273,1
38,3,control,2,30-Jun-22,1-Jul-22,NA,MW,22,1,0,1,0,0,1,0,0,0,0,0,0,1,AM,0,NA,NA,NA,NA,NA,35.41567189,0,2229.737512,-84.4744,42.71494,273,0
39,1,treatment,2,30-Jun-22,1-Jul-22,NA,MW,26,1,0,4,1,0,0,0,0,0,0,0,0,1,AM,0,NA,NA,NA,NA,NA,25.52143424,0,2859.259055,-84.47278,42.71552,277,0
39,2,treatment,2,30-Jun-22,1-Jul-22,NA,MW,21,0,0,2,0,0,1,0,0,0,0,0,0,1,AM,0,NA,NA,NA,NA,NA,23.82789057,0,2386.968257,-84.47278,42.71552,277,0
39,3,treatment,2,30-Jun-22,1-Jul-22,NA,MW,28,0,0,9,1,0,0,0,0,0,0,0,0,1,AM,0,NA,NA,NA,NA,NA,10.63796318,0,3766.299538,-84.47278,42.71552,277,0
40,1,control,2,30-Jun-22,1-Jul-22,NA,MW,22,2,0,3,1,0,0,0,0,0,0,0,0,1,AM,0,NA,NA,NA,NA,NA,18.51786953,0,2022.501531,-84.47311,42.71576,276,0
40,2,control,2,30-Jun-22,1-Jul-22,NA,MW,20,0,0,1,0,0,0,0,0,0,0,0,0,1,AM,0,NA,NA,NA,NA,NA,5.31898159,0,2058.582076,-84.47311,42.71576,276,0
40,3,control,2,30-Jun-22,1-Jul-22,NA,MW,22,0,0,0,0,0,0,0,0,0,0,0,0,1,AM,8,NA,NA,NA,NA,NA,5.114681084,0,2098.893791,-84.47311,42.71576,276,0
41,1,treatment,2,30-Jun-22,1-Jul-22,NA,MW,19,0,0,6,1,1,0,0,0,0,0,0,0,1,AM,0,NA,NA,NA,NA,NA,3.424721637,0,2974.264111,-84.477407,42.714732,274,0
41,2,treatment,2,30-Jun-22,1-Jul-22,NA,MW,22,0,0,4,3,0,0,0,0,0,0,0,0,0,AM,0,NA,NA,NA,NA,NA,0,0,2650.591178,-84.477407,42.714732,274,0
41,3,treatment,2,30-Jun-22,1-Jul-22,NA,MW,17,0,0,2,0,0,0,0,0,0,0,0,0,0,AM,1,NA,NA,NA,NA,NA,0,0,2815.106848,-84.477407,42.714732,274,0
42,1,control,2,30-Jun-22,1-Jul-22,NA,MW,21,0,0,1,0,0,0,0,0,0,0,0,0,1,AM,8,NA,NA,NA,NA,NA,11.77953706,0,3145.080839,-84.47549,42.71612,279,0
42,2,control,2,30-Jun-22,1-Jul-22,NA,MW,17,1,0,1,0,0,0,0,0,0,0,0,0,0,AM,7,NA,NA,NA,NA,NA,0,0,2218.140771,-84.47549,42.71612,279,0
42,3,control,2,30-Jun-22,1-Jul-22,NA,MW,18,1,0,0,0,0,1,0,0,0,0,0,0,1,AM,15,NA,NA,NA,NA,NA,12.22756448,0,2325.737245,-84.47549,42.71612,279,0
43,1,treatment,2,30-Jun-22,1-Jul-22,NA,CG,27,4,0,4,0,0,0,0,0,0,0,0,0,1,AM,12,NA,NA,NA,NA,NA,NA,NA,NA,-84.474242,42.717805,280,0
43,2,treatment,2,30-Jun-22,1-Jul-22,NA,CG,27,0,0,4,1,0,0,0,0,0,0,0,0,1,AM,4,NA,NA,NA,NA,NA,NA,NA,NA,-84.474242,42.717805,280,0
43,3,treatment,2,30-Jun-22,1-Jul-22,NA,CG,22,0,0,4,0,0,0,0,1,0,0,0,0,0,AM,4,NA,NA,NA,NA,NA,NA,NA,NA,-84.474242,42.717805,280,0
44,1,control,2,30-Jun-22,1-Jul-22,NA,CG,27,9,5,0,0,0,0,0,0,0,0,1,0,0,AM,0,NA,NA,NA,NA,NA,0,0,876.8882368,-84.47668,42.71891,269,0
44,2,control,2,30-Jun-22,1-Jul-22,NA,CG,29,1,3,1,3,0,0,0,3,0,0,1,0,0,AM,0,NA,NA,NA,NA,NA,0,0,1035.242634,-84.47668,42.71891,269,0
44,3,control,2,30-Jun-22,1-Jul-22,NA,CG,28,2,0,2,0,0,0,0,0,0,0,0,0,0,AM,0,changed to zero after conversation with Rebecca,NA,NA,NA,NA,0,0,913.9795312,-84.47668,42.71891,269,0
45,1,treatment,2,30-Jun-22,1-Jul-22,NA,CG,29,0,0,1,0,0,0,0,0,0,0,0,0,1,AM,0,NA,NA,NA,NA,NA,15.18275338,0,2511.801242,-84.475511,42.718259,278,0
45,2,treatment,2,30-Jun-22,1-Jul-22,NA,CG,31,0,0,2,3,0,1,0,0,0,0,0,0,0,AM,2,NA,NA,NA,NA,NA,0,0,2891.889789,-84.475511,42.718259,278,0
45,3,treatment,2,30-Jun-22,1-Jul-22,NA,CG,30,0,0,3,0,0,0,0,0,0,2,0,0,1,AM,0,NA,NA,NA,one mite too waterlogged,NA,6.666648084,0,3049.873219,-84.475511,42.718259,278,0
46,1,control,2,30-Jun-22,1-Jul-22,NA,MW,23,0,1,5,0,0,1,0,0,0,0,0,0,1,AM,0,NA,NA,NA,NA,NA,40.59486892,0,2674.727311,-84.473177,42.717101,278,0
46,2,control,2,30-Jun-22,1-Jul-22,NA,MW,17,0,0,1,0,0,0,0,0,0,0,0,0,1,AM,0,NA,NA,NA,NA,NA,142.2773812,0,2666.254217,-84.473177,42.717101,278,0
46,3,control,2,30-Jun-22,1-Jul-22,NA,MW,20,1,0,3,1,0,0,0,0,0,0,0,0,1,AM,0,NA,NA,NA,NA,NA,67.43708801,0,2625.716695,-84.473177,42.717101,278,0
47,1,treatment,2,30-Jun-22,1-Jul-22,NA,CG,27,0,1,16,7,0,1,0,0,0,0,0,0,0,AM,0,NA,NA,NA,NA,NA,0,0,2699.227243,-84.47764,42.71812,270,0
47,2,treatment,2,30-Jun-22,1-Jul-22,NA,CG,26,0,0,12,7,0,0,0,0,0,1,0,0,0,AM,0,NA,NA,NA,NA,NA,0,0,1699.6458,-84.47764,42.71812,270,0
47,3,treatment,2,30-Jun-22,1-Jul-22,NA,CG,27,0,0,6,4,0,0,0,0,0,0,0,0,0,AM,0,NA,NA,NA,NA,NA,0,0,2283.278582,-84.47764,42.71812,270,0
48,1,control,2,30-Jun-22,1-Jul-22,NA,BSM,21,0,0,2,0,0,1,0,0,0,0,0,0,0,AM,0,changed to zero after conversation with Rebecca,NA,NA,NA,NA,5.107512645,0,2257.387973,-84.47566,42.71501,274,0
48,2,control,2,30-Jun-22,1-Jul-22,NA,BSM,26,1,2,3,0,0,0,0,0,0,0,0,0,0,AM,0,changed to zero after conversation with Rebecca,NA,NA,NA,NA,54.80271463,0,3021.522044,-84.47566,42.71501,274,0
48,3,control,2,30-Jun-22,1-Jul-22,NA,BSM,25,1,0,3,1,0,0,0,0,0,0,0,0,0,AM,0,changed to zero after conversation with Rebecca,NA,NA,few unidentified egg masses. Also psyllid!,NA,0,0,3140.317412,-84.47566,42.71501,274,0
49,1,treatment,2,30-Jun-22,1-Jul-22,NA,CG,26,0,0,5,2,0,0,1,0,0,0,0,0,0,AM,0,NA,NA,NA,NA,NA,0,0,1009.50077,-84.477381,42.716787,278,0
49,2,treatment,2,30-Jun-22,1-Jul-22,NA,CG,28,2,0,2,2,0,0,0,1,0,0,0,0,0,AM,0,NA,NA,NA,NA,NA,0,0,861.1194635,-84.477381,42.716787,278,0
49,3,treatment,2,30-Jun-22,1-Jul-22,NA,CG,28,1,0,6,2,0,0,0,0,0,0,0,0,0,AM,0,NA,NA,NA,NA,NA,0,0,761.6896331,-84.477381,42.716787,278,0
51,1,treatment,2,30-Jun-22,1-Jul-22,NA,MW,16,0,0,1,0,0,0,0,0,0,0,0,0,1,AM,0,NA,NA,NA,NA,NA,295.4830473,0,2269.493674,-84.473771,42.717038,280,0
51,2,treatment,2,30-Jun-22,1-Jul-22,NA,MW,20,0,0,0,1,0,0,0,0,0,0,0,0,1,AM,0,NA,NA,NA,NA,NA,49.6253097,0,2535.639886,-84.473771,42.717038,280,0
